astrosci,sex,age,educ,relig,polviews,year
3,2,27,12,11,4,2010
3,2,23,16,1,6,2010
2,1,30,12,4,4,2010
2,2,21,10,2,4,2010
2,2,25,11,11,4,2010
2,1,33,2,2,5,2010
2,2,32,11,11,4,2010
3,1,39,12,1,4,2010
3,1,76,20,1,6,2010
3,2,53,13,1,1,2010
3,2,86,NA,NA,NA,2010
3,2,67,12,1,4,2010
3,1,65,12,2,2,2010
2,2,33,14,4,NA,2010
1,1,76,12,2,5,2010
2,2,25,14,4,2,2010
3,2,21,15,6,2,2010
3,2,76,18,1,2,2010
3,1,54,18,1,6,2010
3,2,52,12,2,4,2010
3,2,86,15,1,5,2010
3,1,31,18,2,6,2010
3,1,55,13,1,6,2010
3,2,80,14,1,2,2010
3,2,41,13,1,3,2010
3,1,57,11,4,2,2010
3,1,61,16,1,4,2010
3,1,20,10,4,4,2010
3,1,65,16,4,4,2010
2,2,52,12,4,2,2010
3,2,29,14,11,6,2010
2,1,33,12,1,4,2010
3,2,43,12,1,4,2010
3,1,60,12,4,4,2010
3,1,43,16,2,7,2010
3,2,28,19,1,5,2010
3,1,41,13,4,4,2010
2,2,52,12,1,6,2010
3,1,69,16,1,6,2010
3,2,60,16,1,5,2010
3,1,58,15,1,4,2010
2,2,35,14,2,4,2010
3,2,40,18,1,4,2010
3,2,29,14,4,4,2010
3,2,64,13,2,4,2010
3,1,58,17,4,3,2010
2,2,41,13,4,2,2010
3,2,47,17,2,3,2010
3,2,38,12,1,4,2010
2,2,59,12,2,4,2010
2,2,19,12,1,4,2010
3,1,56,12,5,4,2010
2,1,77,12,4,4,2010
3,2,57,14,1,5,2010
2,2,46,12,1,2,2010
2,2,78,12,2,3,2010
3,2,74,12,1,4,2010
2,2,50,12,1,4,2010
2,1,82,12,1,4,2010
3,2,75,10,1,3,2010
2,2,82,8,1,6,2010
2,2,39,11,1,4,2010
3,2,50,14,1,4,2010
3,2,50,9,1,4,2010
3,2,29,11,4,4,2010
3,2,37,13,4,4,2010
2,1,19,12,4,4,2010
3,2,35,17,1,6,2010
3,2,57,12,1,4,2010
3,1,39,12,1,4,2010
3,2,70,16,1,5,2010
3,1,89,9,1,6,2010
3,2,62,17,1,6,2010
2,1,38,16,1,5,2010
3,1,66,12,4,2,2010
3,1,37,11,4,3,2010
3,1,33,20,4,3,2010
2,1,49,11,4,1,2010
2,1,42,12,1,6,2010
2,2,45,12,1,4,2010
3,1,36,14,1,4,2010
2,2,67,12,1,6,2010
2,2,35,12,1,4,2010
3,2,40,12,1,5,2010
3,2,87,8,1,4,2010
2,2,36,13,1,4,2010
3,2,45,13,1,5,2010
3,1,39,12,1,2,2010
2,1,21,12,4,4,2010
2,2,77,12,13,NA,2010
3,1,46,16,2,6,2010
3,2,33,16,1,3,2010
3,2,54,13,1,3,2010
3,2,39,20,2,4,2010
3,2,46,18,1,4,2010
3,2,35,12,1,2,2010
3,2,58,12,1,4,2010
3,2,34,13,1,6,2010
1,2,32,12,1,4,2010
3,1,49,12,1,4,2010
3,2,74,16,1,6,2010
3,2,70,12,1,4,2010
1,2,59,16,1,2,2010
3,2,36,12,1,4,2010
3,1,50,12,1,6,2010
2,1,55,13,1,4,2010
2,2,25,12,1,2,2010
2,2,38,14,1,4,2010
3,1,53,12,1,7,2010
2,1,35,9,1,2,2010
2,1,65,9,2,1,2010
3,2,44,14,2,4,2010
1,1,51,14,1,NA,2010
3,1,62,9,1,NA,2010
2,2,23,9,4,NA,2010
3,2,53,14,1,4,2010
2,2,33,14,1,4,2010
3,2,29,11,11,4,2010
3,1,40,12,4,7,2010
3,1,45,16,4,5,2010
3,1,62,6,1,6,2010
3,1,52,10,1,5,2010
3,1,38,13,1,5,2010
1,2,53,16,1,5,2010
1,2,27,16,1,2,2010
3,1,56,14,1,4,2010
3,1,60,16,1,3,2010
3,2,45,8,1,NA,2010
1,2,64,15,1,5,2010
2,1,67,9,1,6,2010
3,2,51,12,1,6,2010
3,2,67,16,1,7,2010
3,2,36,13,1,5,2010
2,2,63,9,1,4,2010
3,1,65,12,1,4,2010
3,2,68,12,1,NA,2010
3,1,51,12,1,4,2010
3,2,70,13,1,NA,2010
3,2,18,12,1,4,2010
3,1,50,10,1,6,2010
3,1,52,14,1,7,2010
3,2,39,12,4,6,2010
3,2,61,17,2,3,2010
3,2,26,11,2,7,2010
3,2,29,16,1,6,2010
2,2,66,12,1,4,2010
2,2,36,12,NA,5,2010
2,1,61,12,1,5,2010
3,1,81,12,4,4,2010
3,2,46,12,1,4,2010
3,2,70,12,1,3,2010
2,2,25,14,11,4,2010
3,2,50,16,4,6,2010
3,1,34,20,4,NA,2010
2,2,31,20,4,4,2010
3,1,63,19,1,4,2010
3,2,76,12,1,6,2010
3,1,30,9,1,7,2010
2,1,25,15,1,4,2010
3,2,49,10,1,4,2010
3,2,69,12,4,3,2010
3,2,43,15,1,4,2010
3,1,34,10,4,3,2010
3,2,48,12,1,4,2010
2,1,23,12,1,4,2010
3,2,57,16,4,3,2010
2,1,21,12,2,5,2012
3,1,42,12,1,5,2012
3,2,49,13,1,5,2012
1,2,70,16,1,2,2012
2,2,24,11,2,4,2012
3,2,28,17,4,2,2012
1,2,28,12,4,4,2012
3,1,52,4,2,7,2012
1,2,35,13,1,3,2012
2,1,55,12,2,4,2012
2,2,76,0,2,7,2012
2,1,39,10,2,7,2012
3,1,54,14,1,6,2012
3,1,71,12,1,5,2012
2,2,42,17,10,4,2012
3,1,78,16,2,4,2012
3,1,73,19,4,2,2012
2,1,40,16,7,3,2012
3,1,62,18,1,2,2012
2,2,49,12,1,4,2012
2,2,30,14,1,4,2012
3,2,29,18,7,2,2012
2,2,69,14,4,3,2012
3,2,57,16,2,5,2012
3,1,44,16,3,5,2012
3,2,73,16,3,3,2012
3,2,73,16,3,4,2012
3,1,68,16,3,4,2012
3,1,63,19,4,4,2012
2,1,57,16,2,4,2012
2,1,46,20,3,3,2012
2,2,41,14,1,4,2012
3,2,81,8,11,5,2012
3,2,41,9,1,6,2012
3,1,35,6,9,4,2012
2,2,45,17,2,4,2012
2,2,21,14,1,6,2012
2,2,52,11,2,5,2012
3,2,51,14,2,1,2012
3,1,47,17,9,2,2012
3,1,68,12,2,5,2012
2,2,56,16,2,3,2012
3,2,23,12,2,4,2012
3,1,59,12,3,5,2012
3,2,49,20,4,3,2012
3,2,64,12,4,2,2012
3,2,30,19,1,4,2012
3,1,84,13,2,4,2012
3,1,32,14,1,6,2012
3,2,52,10,2,2,2012
3,1,54,16,3,4,2012
2,1,51,12,9,6,2012
2,1,27,12,2,3,2012
3,2,47,19,3,2,2012
3,2,55,18,1,4,2012
2,2,46,14,1,2,2012
2,1,71,16,1,2,2012
3,1,63,17,1,4,2012
3,1,60,12,1,5,2012
2,1,68,12,2,5,2012
3,1,23,15,11,4,2012
3,1,49,12,1,5,2012
3,2,36,20,1,2,2012
2,2,40,6,2,3,2012
3,1,62,12,2,2,2012
3,2,72,6,1,1,2012
1,2,32,12,2,4,2012
3,1,34,12,1,2,2012
2,2,36,13,1,4,2012
2,1,74,8,1,5,2012
3,2,49,16,4,6,2012
3,1,78,16,1,7,2012
2,2,64,14,2,2,2012
2,2,27,14,2,4,2012
2,2,49,6,2,2,2012
1,2,42,6,2,6,2012
3,2,28,11,2,4,2012
3,2,66,14,1,4,2012
2,2,35,13,4,1,2012
3,1,63,14,5,6,2012
2,2,29,17,9,2,2012
3,1,47,12,2,5,2012
2,2,65,12,1,2,2012
1,1,62,13,3,5,2012
3,2,28,16,2,4,2012
3,1,24,16,2,4,2012
3,1,40,16,1,4,2012
2,2,21,14,4,4,2012
3,1,21,15,4,5,2012
3,1,67,16,1,2,2012
2,1,38,9,2,7,2012
3,1,40,14,2,4,2012
3,1,38,11,1,6,2012
3,1,52,13,8,4,2012
3,1,39,16,2,5,2012
3,1,67,12,1,4,2012
2,1,51,12,4,5,2012
3,2,65,12,2,4,2012
3,2,38,14,1,2,2012
3,1,38,9,2,1,2012
3,2,41,9,2,3,2012
3,2,25,17,2,5,2012
3,1,31,16,2,3,2012
3,2,62,19,1,5,2012
2,1,50,16,2,4,2012
2,1,27,12,1,1,2012
3,1,30,16,1,2,2012
3,2,65,14,2,6,2012
3,1,36,19,4,2,2012
3,1,72,12,1,6,2012
2,2,27,12,2,3,2012
1,1,18,11,4,4,2012
3,1,48,12,1,4,2012
2,2,89,19,1,4,2012
2,2,68,12,1,5,2012
1,2,61,14,1,3,2012
2,1,32,12,2,4,2012
2,1,61,14,2,5,2012
3,1,65,18,2,6,2012
3,1,87,12,2,3,2012
3,1,24,16,5,4,2012
3,1,32,14,1,6,2012
3,2,54,16,1,4,2012
3,2,53,16,1,4,2012
2,1,39,6,2,5,2012
3,1,30,10,4,1,2012
3,2,35,12,2,3,2012
3,2,69,16,1,5,2012
3,2,89,12,1,6,2012
3,1,55,16,1,4,2012
3,2,68,16,1,6,2012
2,1,71,16,1,6,2012
3,1,55,16,2,5,2012
2,2,49,12,11,6,2012
3,1,47,11,5,6,2012
2,1,59,14,4,2,2012
3,2,74,16,1,NA,2012
2,2,41,16,4,4,2012
2,2,62,20,1,4,2012
3,1,52,16,4,2,2012
3,2,65,16,3,6,2012
2,1,55,12,4,6,2012
1,2,45,14,1,4,2012
3,2,36,14,1,1,2012
1,2,43,16,1,4,2012
3,1,83,13,2,2,2012
1,1,64,14,1,4,2012
3,1,81,18,1,6,2012
3,2,21,12,2,4,2012
2,2,56,12,2,4,2012
3,2,62,12,2,7,2012
3,1,39,16,2,4,2012
2,1,57,6,9,3,2012
3,2,53,16,1,4,2012
1,2,42,8,1,1,2012
3,1,63,18,1,4,2012
3,1,54,17,1,5,2012
3,2,48,16,4,4,2012
3,2,52,4,1,NA,2012
2,1,31,13,1,5,2012
2,2,57,12,1,NA,2012
2,2,50,15,1,5,2012
2,1,26,14,1,4,2012
3,2,33,14,4,2,2012
3,1,25,16,1,6,2012
3,2,27,16,4,4,2012
2,1,22,16,2,2,2012
3,2,48,17,2,2,2012
2,2,49,17,2,6,2012
3,1,64,17,4,4,2012
3,2,78,16,1,3,2012
3,2,69,20,1,2,2012
3,1,61,16,2,2,2012
2,1,37,16,2,6,2012
2,1,26,18,4,4,2012
3,2,55,18,6,1,2012
3,2,32,13,1,4,2012
3,2,39,18,1,5,2012
3,1,35,16,4,4,2012
2,2,85,15,1,4,2012
2,2,46,12,2,3,2012
2,2,55,10,2,4,2012
2,2,34,16,4,4,2012
2,1,35,10,2,6,2012
3,1,56,12,2,4,2012
1,1,85,9,1,NA,2012
3,1,42,12,2,1,2012
2,2,85,12,1,2,2012
3,2,61,15,4,2,2012
3,2,27,20,4,4,2012
2,1,34,13,6,5,2012
3,2,37,16,4,6,2012
2,2,25,18,2,3,2012
2,2,19,12,1,6,2012
3,1,64,11,4,1,2012
3,2,31,16,4,2,2012
3,2,51,19,4,3,2012
3,1,55,18,5,6,2012
2,1,28,17,10,4,2012
2,1,37,18,1,4,2012
3,1,84,12,2,4,2012
3,1,21,13,4,4,2012
2,1,49,17,2,5,2012
3,2,69,14,1,4,2012
3,2,32,16,2,4,2012
2,2,48,16,1,1,2012
2,1,60,20,2,2,2012
2,2,89,16,2,4,2012
2,2,18,12,2,4,2012
3,1,31,14,1,6,2012
3,2,48,16,4,2,2012
3,1,63,16,1,7,2012
2,2,44,12,3,5,2012
3,2,87,14,1,6,2012
2,2,52,11,1,3,2012
3,1,43,20,3,3,2012
3,1,58,20,4,6,2012
3,2,71,16,1,7,2012
3,2,72,14,1,5,2012
2,2,35,12,1,2,2012
3,1,71,11,4,5,2012
1,1,41,17,2,2,2012
3,2,23,12,4,3,2012
2,1,64,13,1,5,2012
1,1,46,14,4,4,2012
2,1,67,19,1,1,2012
1,2,53,16,13,1,2012
3,1,51,14,2,4,2012
2,1,39,14,2,5,2012
3,2,57,19,1,4,2012
3,1,36,18,4,2,2012
3,2,38,18,8,4,2012
3,1,46,16,4,4,2012
2,2,48,17,1,4,2012
1,2,54,14,1,3,2012
2,1,58,12,1,6,2012
3,2,27,16,4,NA,2012
2,1,55,13,1,5,2012
3,1,63,13,4,2,2012
2,2,39,14,1,6,2012
2,2,64,15,4,2,2012
1,1,45,12,2,3,2012
3,2,61,16,2,5,2012
2,1,22,12,2,1,2012
2,2,39,12,2,7,2012
2,1,25,6,2,6,2012
3,1,44,18,4,2,2012
2,2,40,13,2,4,2012
3,1,48,20,4,1,2012
3,1,80,14,1,4,2012
3,1,75,16,1,6,2012
3,2,50,16,1,6,2012
2,1,32,9,2,3,2012
2,2,26,9,2,1,2012
3,2,30,12,4,4,2012
1,2,41,12,1,7,2012
2,1,50,9,1,3,2012
3,1,43,5,2,2,2012
2,1,20,14,1,3,2012
3,1,31,16,11,2,2012
2,1,58,12,2,NA,2012
2,2,66,14,1,5,2012
2,2,37,12,1,4,2012
2,2,40,15,1,5,2012
2,1,56,13,1,5,2012
3,2,30,14,1,6,2012
2,1,77,13,1,3,2012
3,2,58,16,1,4,2012
1,1,73,10,4,NA,2012
3,2,60,12,1,1,2012
2,2,24,10,1,4,2012
3,1,71,14,4,3,2012
2,2,42,14,5,5,2012
1,2,80,10,1,4,2012
3,2,86,10,1,5,2012
3,1,53,12,4,3,2012
3,1,40,14,1,5,2012
3,1,30,12,1,5,2012
3,2,64,15,2,6,2012
3,1,72,13,2,7,2012
3,1,84,17,3,5,2012
3,1,34,16,2,5,2012
1,1,60,10,11,4,2012
1,1,59,12,1,4,2012
2,1,66,17,4,4,2012
3,1,42,20,9,3,2012
2,1,45,17,11,2,2012
2,1,49,12,1,4,2012
2,1,31,11,1,6,2012
3,1,81,13,4,3,2012
2,1,30,20,1,5,2012
3,2,76,12,1,7,2012
3,1,56,16,4,2,2012
2,2,35,18,4,3,2012
3,2,56,16,1,2,2012
3,2,35,13,4,4,2012
3,1,70,12,2,3,2012
3,2,78,18,2,5,2012
2,2,50,20,1,2,2012
2,1,66,14,2,4,2012
3,1,88,14,4,2,2012
3,2,32,14,1,NA,2012
3,2,33,12,11,7,2012
3,2,67,14,4,2,2012
2,1,49,15,5,5,2012
3,2,20,12,2,4,2012
2,2,65,13,2,4,2012
3,2,32,14,1,5,2012
3,1,51,13,1,5,2012
2,2,48,12,5,3,2012
3,1,42,12,11,6,2012
3,2,39,15,1,5,2012
3,2,45,12,2,7,2012
3,2,69,15,1,5,2012
1,2,33,16,11,3,2012
3,2,49,12,2,3,2012
3,2,39,16,1,5,2012
2,1,53,6,11,6,2012
3,1,25,12,12,4,2012
1,1,24,12,2,4,2012
2,2,59,13,4,1,2012
3,1,54,20,2,1,2012
3,2,86,12,1,4,2012
3,1,52,13,1,4,2012
1,2,36,12,1,4,2012
3,1,38,12,2,4,2012
3,2,73,12,2,4,2012
2,1,51,17,1,5,2012
3,1,36,16,1,2,2012
3,2,54,16,1,4,2012
1,1,76,9,1,2,2012
3,2,23,16,4,4,2012
3,2,26,9,2,4,2012
2,1,64,14,1,3,2012
1,2,57,16,2,6,2012
3,1,30,12,1,4,2012
2,1,23,14,2,4,2012
3,1,29,12,1,6,2012
3,2,54,19,4,2,2012
2,2,43,17,1,6,2012
3,1,42,14,NA,6,2012
3,2,53,14,1,4,2012
3,1,25,14,4,3,2012
2,1,52,16,2,6,2012
2,2,25,12,1,2,2012
3,1,74,12,1,4,2012
3,1,89,16,1,4,2012
3,2,72,12,1,3,2012
3,1,84,14,4,2,2012
2,2,73,12,1,4,2012
2,2,53,11,1,1,2012
3,1,65,14,2,4,2012
3,1,38,15,4,3,2012
3,2,49,12,2,3,2012
2,1,21,12,4,3,2012
2,1,20,13,4,4,2012
3,1,66,8,1,2,2012
2,1,81,8,1,4,2012
3,2,76,12,2,4,2012
2,1,62,12,2,4,2012
1,1,62,12,2,5,2012
3,1,31,18,7,4,2012
2,1,32,14,4,4,2012
2,2,64,16,1,4,2012
2,1,22,13,2,4,2012
3,2,54,16,1,4,2012
3,1,66,14,5,4,2012
3,1,64,16,1,5,2012
2,2,19,11,11,4,2012
2,1,44,13,1,4,2012
3,2,49,16,11,4,2012
1,1,48,12,4,2,2012
1,2,47,12,1,7,2012
3,2,76,13,1,5,2012
3,1,37,12,4,2,2012
3,2,43,12,1,4,2012
2,1,24,14,2,4,2012
3,2,66,14,1,5,2012
2,2,47,13,1,3,2012
3,1,50,15,2,4,2012
3,1,57,14,1,5,2012
3,1,61,16,1,6,2012
2,2,42,16,1,4,2012
2,1,32,16,2,4,2012
3,1,42,16,1,4,2012
3,2,89,12,1,6,2012
3,2,55,13,1,6,2012
3,1,62,15,2,6,2012
3,2,27,14,5,4,2012
1,1,36,11,1,4,2012
2,2,36,16,6,NA,2012
2,1,25,13,2,4,2012
3,2,81,16,2,4,2012
3,1,79,15,1,5,2012
3,1,63,12,1,4,2012
1,2,54,12,1,6,2012
3,2,56,12,1,3,2012
3,1,21,14,2,5,2012
3,1,67,11,4,4,2012
1,1,63,9,2,3,2012
2,1,78,18,1,5,2012
3,1,79,16,1,5,2012
2,1,30,12,1,6,2012
3,2,30,11,2,4,2012
2,2,42,14,2,4,2012
2,2,64,14,1,5,2012
2,1,42,16,1,4,2012
2,1,46,16,3,3,2012
2,2,33,15,11,NA,2012
2,2,27,15,1,5,2012
3,1,50,16,4,4,2012
3,2,55,12,1,6,2012
2,2,58,9,1,4,2012
2,2,38,12,2,4,2012
3,2,27,16,1,5,2012
2,2,71,12,1,NA,2012
3,2,48,12,1,4,2012
3,2,74,16,1,4,2012
3,2,56,10,1,6,2012
3,1,51,10,4,NA,2012
2,2,49,12,1,6,2012
2,2,22,15,4,4,2012
2,1,38,12,2,4,2012
3,1,46,14,1,5,2012
3,2,64,12,1,5,2012
3,1,45,11,1,5,2012
2,2,45,12,1,5,2012
2,1,23,12,1,4,2012
2,1,45,14,4,4,2012
2,1,34,14,1,4,2012
3,1,25,13,2,1,2012
2,1,80,3,1,4,2012
1,1,71,12,2,2,2012
2,2,32,9,1,4,2012
1,1,37,16,1,6,2012
1,1,35,13,1,6,2012
2,1,71,15,1,6,2012
2,2,39,18,2,1,2012
2,2,30,13,4,7,2012
1,2,48,14,2,6,2012
3,1,32,19,2,3,2012
2,1,37,13,11,4,2012
3,2,33,14,4,4,2012
3,2,50,18,4,2,2012
1,2,27,13,4,5,2012
3,2,35,14,2,2,2012
3,2,33,15,1,2,2012
3,2,49,16,1,3,2012
2,2,22,16,4,3,2012
2,1,23,16,2,3,2012
3,1,18,12,1,4,2012
1,1,28,12,4,4,2012
2,1,25,13,11,2,2012
3,1,38,12,5,4,2012
1,1,66,15,2,5,2012
2,2,48,11,1,6,2012
3,2,59,12,1,5,2012
3,1,32,16,4,4,2012
3,2,32,12,11,5,2012
2,2,88,12,2,4,2012
2,2,86,16,2,3,2012
3,1,57,12,4,4,2012
3,2,47,20,4,1,2012
3,2,42,12,1,4,2012
2,2,31,12,4,4,2012
3,1,65,12,1,6,2012
3,1,38,18,4,7,2012
2,2,65,14,1,6,2012
3,1,58,16,2,6,2012
3,2,29,16,1,2,2012
2,2,42,17,4,1,2012
3,2,26,15,4,2,2012
1,1,75,12,1,5,2012
3,1,65,16,1,6,2012
3,2,38,15,1,6,2012
3,2,69,16,1,6,2012
3,1,64,16,1,5,2012
3,2,49,12,1,4,2012
3,2,55,13,1,7,2012
1,1,83,12,1,3,2012
3,1,35,18,1,6,2012
3,1,42,11,4,6,2012
2,2,39,14,4,6,2012
3,2,49,12,1,4,2012
2,2,58,12,1,6,2012
3,2,77,9,1,4,2012
3,2,34,20,1,4,2012
3,2,61,12,1,4,2012
3,1,56,14,2,4,2012
2,1,30,8,4,5,2012
3,1,57,13,4,5,2012
3,1,24,16,2,5,2012
2,1,50,12,1,4,2012
1,2,71,12,2,4,2012
2,2,43,13,2,4,2012
3,1,29,16,1,4,2012
2,2,34,18,4,2,2012
3,2,77,7,2,5,2012
2,2,78,13,1,4,2012
3,1,62,17,1,2,2012
2,2,40,8,4,1,2012
2,1,22,16,2,5,2012
2,2,61,16,2,2,2012
2,2,38,18,5,1,2012
2,2,25,12,4,2,2012
2,2,78,11,1,3,2012
3,2,39,20,1,5,2012
3,1,70,20,4,2,2012
2,2,41,16,3,2,2012
3,1,58,16,1,4,2012
3,1,34,15,4,4,2012
3,1,84,10,4,2,2012
3,2,26,14,4,4,2012
1,1,46,12,1,3,2012
2,1,24,16,4,4,2012
3,2,63,12,1,6,2012
2,2,28,19,4,5,2012
3,1,64,18,4,2,2012
2,1,51,13,1,6,2012
3,2,37,14,2,4,2012
2,2,60,12,11,4,2012
2,2,57,12,1,5,2012
3,1,30,20,1,2,2012
3,2,31,18,2,5,2012
3,1,49,14,1,6,2012
3,2,19,12,4,5,2012
3,1,48,12,1,5,2012
3,1,35,12,4,6,2012
3,2,30,14,2,4,2012
3,2,52,15,1,4,2012
3,2,54,12,11,5,2012
3,1,67,18,4,2,2012
3,2,66,12,1,4,2012
2,2,57,12,4,4,2012
2,1,32,16,1,5,2012
2,1,61,15,1,6,2012
1,1,55,9,1,4,2012
2,2,59,12,2,3,2012
3,1,30,16,1,6,2012
3,2,25,16,1,5,2012
2,2,26,16,11,5,2012
3,1,52,10,1,1,2012
3,2,50,12,1,6,2012
3,2,53,16,1,6,2012
1,2,72,14,1,2,2012
2,1,66,16,2,7,2012
3,2,63,14,1,1,2012
3,2,26,16,1,5,2012
2,1,56,13,1,4,2012
3,2,69,14,1,4,2012
2,2,27,14,1,NA,2012
3,2,43,16,1,5,2012
2,2,53,12,1,4,2012
2,2,43,16,1,5,2012
2,2,41,11,1,4,2012
1,2,23,13,2,6,2012
2,1,49,8,1,4,2012
3,1,67,8,1,4,2012
2,2,43,11,1,4,2012
3,2,27,14,1,4,2012
3,2,32,12,11,2,2012
3,2,73,14,1,2,2012
2,2,23,12,11,2,2012
3,1,62,16,1,4,2012
1,1,64,12,2,4,2012
3,2,83,16,2,4,2012
2,1,30,12,1,4,2012
3,1,73,14,1,4,2012
2,1,39,11,4,4,2012
3,2,57,11,1,5,2012
3,2,63,16,1,7,2012
2,1,30,10,4,4,2012
3,1,28,12,1,6,2012
3,1,56,16,1,5,2012
3,1,24,16,2,5,2012
2,2,58,14,11,5,2012
3,2,55,12,4,6,2012
2,2,41,14,1,4,2012
2,1,39,8,11,6,2012
1,2,47,14,1,5,2012
1,2,24,12,11,4,2012
3,2,60,15,1,4,2012
1,1,19,8,4,4,2012
2,2,35,16,4,1,2012
1,2,46,12,11,3,2012
2,1,26,8,4,7,2012
2,2,67,14,1,2,2012
2,2,67,17,1,2,2012
2,2,70,16,1,4,2012
2,1,39,14,2,4,2012
3,1,65,12,1,6,2012
3,1,31,13,1,4,2012
2,2,71,12,1,7,2012
3,2,52,14,11,4,2012
3,2,63,15,1,6,2012
3,2,52,16,2,5,2012
2,2,23,8,NA,4,2012
1,1,37,12,1,4,2012
3,2,55,12,1,5,2012
3,2,31,14,5,3,2012
2,2,28,12,1,5,2012
3,1,52,16,1,6,2012
3,1,64,14,4,6,2012
2,2,29,13,1,4,2012
2,2,60,16,1,6,2012
3,1,46,15,1,6,2012
3,1,27,12,1,4,2012
2,1,19,11,1,5,2012
3,2,59,12,1,6,2012
3,2,37,17,1,3,2012
3,2,47,20,1,4,2012
3,2,59,18,1,1,2012
3,1,57,12,11,6,2012
1,1,37,12,1,3,2012
3,1,63,12,6,1,2012
2,1,22,9,1,6,2012
3,2,82,18,2,4,2012
1,2,59,16,1,5,2012
3,2,47,13,1,NA,2012
2,2,29,10,1,4,2012
2,1,52,13,1,5,2012
3,2,24,13,1,3,2012
2,2,72,13,1,3,2012
2,2,52,14,1,6,2012
1,1,54,19,1,5,2012
3,2,65,16,1,4,2012
2,2,33,16,1,6,2012
2,1,52,16,1,6,2012
2,2,71,12,1,NA,2012
1,2,19,11,4,4,2012
3,1,60,16,1,4,2012
3,1,60,12,2,1,2012
2,2,66,12,4,4,2012
3,1,68,12,2,3,2012
2,2,87,16,1,4,2012
2,1,52,16,4,2,2012
2,2,60,5,1,NA,2012
3,2,65,12,2,4,2012
1,1,73,12,1,4,2012
3,1,44,16,2,6,2012
1,1,69,15,2,4,2012
3,1,44,18,1,5,2012
3,1,84,8,1,7,2012
3,2,29,14,1,6,2012
3,1,75,9,1,6,2012
3,2,86,12,1,6,2012
2,2,84,16,2,5,2012
3,2,42,18,1,6,2012
3,2,59,19,1,3,2012
3,2,50,16,2,6,2012
1,1,30,17,2,4,2012
1,2,25,14,2,3,2012
3,1,25,16,6,4,2012
2,2,54,12,1,2,2012
1,2,88,17,4,4,2012
2,1,77,20,1,6,2012
3,1,58,10,4,NA,2012
3,2,60,6,10,2,2012
3,2,38,15,2,4,2012
1,2,34,15,4,3,2012
3,1,89,10,2,6,2012
2,1,36,10,11,4,2012
2,2,53,14,2,4,2012
1,2,69,8,1,7,2012
3,2,59,13,2,4,2012
1,2,19,12,4,6,2012
3,2,52,14,4,4,2012
1,1,31,14,1,3,2012
2,2,46,20,1,5,2012
2,1,33,12,4,4,2012
3,2,42,20,4,1,2012
3,1,21,13,2,5,2012
3,2,45,19,3,2,2012
2,2,46,18,4,4,2012
3,1,53,10,4,6,2012
1,1,28,12,4,3,2012
3,1,34,15,4,6,2012
3,2,68,12,1,5,2012
2,2,24,10,1,3,2012
2,2,40,12,1,5,2012
2,1,59,14,4,4,2012
3,1,64,15,1,5,2012
3,1,55,12,11,5,2012
3,1,83,13,1,6,2012
3,2,48,18,2,3,2012
2,2,38,12,1,4,2012
2,1,77,12,4,4,2012
3,2,46,14,4,1,2012
2,2,89,8,1,6,2012
3,1,45,15,2,5,2012
3,1,45,16,1,3,2012
3,1,43,12,1,6,2012
3,1,30,12,4,2,2012
3,1,89,8,1,4,2012
3,2,51,12,1,4,2012
3,1,61,16,1,6,2012
3,2,28,17,2,2,2012
3,2,85,15,1,4,2012
2,1,44,16,1,6,2012
2,2,21,15,2,2,2012
3,1,28,16,1,4,2012
3,2,53,12,1,6,2012
3,1,39,16,1,4,2012
3,1,42,13,1,5,2012
3,1,54,12,1,3,2012
3,2,22,15,2,2,2012
3,1,30,19,4,5,2012
3,2,27,12,4,2,2012
1,1,65,12,1,6,2012
3,1,33,17,1,2,2012
3,2,23,16,4,5,2012
3,1,64,16,1,6,2012
3,1,29,18,1,6,2012
2,2,64,16,1,5,2012
3,1,47,16,1,6,2012
3,2,21,14,4,4,2012
3,2,39,16,11,4,2012
2,2,53,12,1,3,2012
2,1,58,7,2,NA,2012
1,1,47,12,2,4,2012
1,2,58,10,1,5,2012
2,1,64,10,1,6,2012
2,1,72,12,4,4,2012
1,1,51,9,1,1,2012
3,2,69,19,1,4,2012
3,2,48,20,7,4,2012
3,2,55,12,1,6,2012
3,1,51,16,4,3,2012
2,2,55,12,2,4,2012
2,1,67,12,1,4,2012
2,2,20,13,1,6,2012
3,1,59,8,1,7,2012
2,1,26,8,1,4,2012
3,1,67,12,1,4,2012
3,2,39,13,11,6,2012
3,2,89,13,1,7,2012
2,2,60,1,1,2,2012
3,1,49,12,NA,4,2012
3,2,59,15,1,6,2012
3,1,33,15,4,5,2012
3,2,55,8,2,6,2012
2,2,20,13,2,NA,2012
2,2,22,12,1,4,2012
3,1,55,16,1,6,2012
3,1,37,14,4,4,2012
3,2,32,14,4,3,2012
3,1,58,18,1,6,2012
3,1,57,18,4,6,2012
3,2,74,16,1,4,2012
3,1,67,18,1,5,2012
3,2,55,14,1,5,2012
3,1,45,12,2,5,2012
2,1,28,14,11,5,2012
3,1,47,19,1,NA,2012
3,2,25,14,4,2,2012
2,2,26,13,2,3,2012
3,1,71,18,1,4,2012
2,1,35,14,4,4,2012
3,2,88,13,1,6,2012
3,2,55,20,1,5,2012
3,2,48,20,4,5,2012
2,1,25,12,4,4,2012
3,2,59,8,1,4,2012
